title,url
Python 快速教程（基础篇10）：反过头来看看,http://python.jobbole.com/82552/
Python 快速教程（基础篇09）： 面向对象的进一步拓展,http://python.jobbole.com/82550/
Python 快速教程（基础篇08）： 面向对象的基本概念,http://python.jobbole.com/82531/
探索 Python（6）: 用 Python 编程 —— 兴趣,http://python.jobbole.com/82517/
Python 快速教程（基础篇07）： 函数,http://python.jobbole.com/82529/
探索 Python（5）: 用 Python 编程 —— 控制流,http://python.jobbole.com/82513/
Python 快速教程（基础篇06）： 循环,http://python.jobbole.com/82525/
探索 Python（4）: 探索 Python 类型的层次结构 —— 使用列表,http://python.jobbole.com/82510/
探索 Python（3）: 探索 Python 类型的层次结构 —— 使用字符串,http://python.jobbole.com/82505/
Python 快速教程（基础篇05）： 缩进和选择,http://python.jobbole.com/82523/
探索 Python（2）: 探索 Python 类型的层次结构 —— 了解对象和容器,http://python.jobbole.com/82502/
探索 Python（1）: Python 的内置数值类型,http://python.jobbole.com/82498/
Python 快速教程（基础篇04）：运算,http://python.jobbole.com/82492/
Python 快速教程（基础篇03）：序列,http://python.jobbole.com/82490/
用 Python 从零开始写一个简单的解释器（4）,http://python.jobbole.com/82455/
Python 快速教程（基础篇02）：基础数据类型,http://python.jobbole.com/82471/
Python 快速教程（基础篇01）：Hello World,http://python.jobbole.com/82467/
用 Python 从零开始写一个简单的解释器（3）,http://python.jobbole.com/82445/
用 Python 从零开始写一个简单的解释器（2）,http://python.jobbole.com/82423/
Python 入门到精通(4)：基本语法（2）,http://python.jobbole.com/82340/
,
,
,
,
,
,
,
,
,
,
,
教程：用Python从零开始实现K近邻算法,http://python.jobbole.com/87407/
python 高度健壮性爬虫的异常和超时问题,http://python.jobbole.com/87357/
pyspider 爬虫教程（3）：使用 PhantomJS 渲染带 JS 的页面,http://python.jobbole.com/86270/
pyspider 爬虫教程（2）：AJAX 和 HTTP,http://python.jobbole.com/86269/
pyspider 爬虫教程（1）：HTML 和 CSS 选择器,http://python.jobbole.com/86268/
用 Python 进行贝叶斯模型建模（4）,http://python.jobbole.com/85796/
用 Python 进行贝叶斯模型建模（3）,http://python.jobbole.com/85991/
用 Python 进行贝叶斯模型建模（2）,http://python.jobbole.com/85987/
用 Python 进行贝叶斯模型建模（1）,http://python.jobbole.com/85996/
用 Python 进行贝叶斯模型建模（0）,http://python.jobbole.com/85954/
SICP Python 描述 1.2 编程元素,http://python.jobbole.com/85980/
SICP Python描述 1.1 引言,http://python.jobbole.com/85977/
Flask web开发(3):模板,http://python.jobbole.com/85970/
Flask web开发(2):程序的基本结构,http://python.jobbole.com/85944/
Flask web 开发(1)：安装,http://python.jobbole.com/85943/
Python爬虫(2):Coursera抓站小结,http://python.jobbole.com/85896/
手把手教你写电商爬虫(3):实战尚妆网AJAX请求处理和内容提取,http://python.jobbole.com/85914/
手把手教你写电商爬虫(2):实战尚妆网分页商品采集爬虫,http://python.jobbole.com/85905/
手把手教你写电商爬虫(1):找个软柿子捏捏,http://python.jobbole.com/85904/
Python爬虫(2)--Coursera抓站小结,http://python.jobbole.com/85897/
,
,
,
,
,
,
,
,
,
,
,
Python 入门到精通(3)：VS 2015 搭建开发环境,http://python.jobbole.com/82337/
Python 入门到精通(2)：基本语法（1）,http://python.jobbole.com/82334/
Python 入门到精通(1)：Windows 搭建 Python 开发环境,http://python.jobbole.com/82331/
用 RAKE 和 Maui 做 NLP 关键词提取的教程,http://python.jobbole.com/82230/
从头开始实现神经网络：入门,http://python.jobbole.com/82208/
用 Python 从零开始写一个简单的解释器（1）,http://python.jobbole.com/82206/
Python函数式编程指南（4）：生成器,http://python.jobbole.com/82178/
Python函数式编程指南（3）：迭代器,http://python.jobbole.com/82171/
Python函数式编程指南（2）：函数,http://python.jobbole.com/82167/
Python函数式编程指南（1）：概述,http://python.jobbole.com/82163/
Python Guide 系列 2.1：结构化你的项目,http://python.jobbole.com/81922/
Python HOWTOs 官方文档：Socket 编程,http://python.jobbole.com/81860/
一起写一个Web服务器（3）,http://python.jobbole.com/81820/
Python解释器简介（5）：深入主循环,http://python.jobbole.com/81660/
与 Python 无缝集成：基本特殊方法 1,http://python.jobbole.com/81657/
Python模块学习： re 正则表达式,http://python.jobbole.com/81558/
Python模块学习：hashlib hash加密,http://python.jobbole.com/81556/
Python模块学习：struct 数据格式转换,http://python.jobbole.com/81554/
Python模块学习：glob 文件路径查找,http://python.jobbole.com/81552/
Python模块学习：time 日期时间处理,http://python.jobbole.com/81550/
,
,
,
,
,
,
,
,
,
,
,
"python模块学习：anydbm, shelve",http://python.jobbole.com/81471/
Python模块学习：fileinput,http://python.jobbole.com/81469/
Python算法：图,http://python.jobbole.com/81467/
Python算法：动态规划,http://python.jobbole.com/81465/
Python算法：贪心策略,http://python.jobbole.com/81463/
Python算法：分治法,http://python.jobbole.com/81461/
Python算法：遍历,http://python.jobbole.com/81457/
Python算法：Counting 101,http://python.jobbole.com/81450/
Python算法：推导、递归和规约,http://python.jobbole.com/81453/
Python算法：基础知识,http://python.jobbole.com/81445/
ML/NLP入门教程Python版（第一部分：文本处理）,http://python.jobbole.com/81397/
Python爬虫实战（5）：模拟登录淘宝并获取所有订单,http://python.jobbole.com/81361/
Python爬虫实战（4）：抓取淘宝MM照片,http://python.jobbole.com/81359/
Python爬虫实战（3）：计算大学本学期绩点,http://python.jobbole.com/81357/
Python爬虫实战（2）：百度贴吧帖子,http://python.jobbole.com/81353/
Python爬虫实战（1）：爬取糗事百科段子,http://python.jobbole.com/81351/
Python爬虫入门（8）：Beautiful Soup的用法,http://python.jobbole.com/81349/
Python爬虫入门（7）：正则表达式,http://python.jobbole.com/81346/
Python爬虫入门（6）：Cookie的使用,http://python.jobbole.com/81344/
Python爬虫入门（5）：URLError异常处理,http://python.jobbole.com/81341/
,
,
,
,
,
,
,
,
,
,
,
Python模块学习：random 随机数生成,http://python.jobbole.com/81560/
Python模块学习：threading 多线程控制和处理,http://python.jobbole.com/81546/
Python模块学习：thread 多线程处理,http://python.jobbole.com/81544/
Python模块学习：httplib HTTP协议客户端实现,http://python.jobbole.com/81542/
python模块学习：smtplib 邮件发送,http://python.jobbole.com/81540/
一起写一个 Web 服务器（1）,http://python.jobbole.com/81524/
Python模块学习：logging 日志记录,http://python.jobbole.com/81521/
Python模块学习：zipfile zip文件操作,http://python.jobbole.com/81519/
Python模块学习：subprocess 创建子进程,http://python.jobbole.com/81517/
Python模块学习：tempfile 临时文件(夹)操作,http://python.jobbole.com/81515/
Python模块学习：zlib 数据压缩,http://python.jobbole.com/81513/
"Python模块学习 ：pickle, cPickle 对象序列化/反序列化",http://python.jobbole.com/81509/
Python模块学习：marshal 对象的序列化,http://python.jobbole.com/81506/
Python模块学习：copy 对象拷贝,http://python.jobbole.com/81504/
在Python 3中实现类型检查器,http://python.jobbole.com/81423/
python模块学习：Cookie,http://python.jobbole.com/81492/
Python模块学习：datetime,http://python.jobbole.com/81482/
Python模块学习：filecmp 文件比较,http://python.jobbole.com/81480/
Python模块学习：urllib,http://python.jobbole.com/81478/
Python模块学习：atexit,http://python.jobbole.com/81473/
,
,
,
,
,
,
,
,
,
,
,
Python爬虫入门（4）：Urllib库的高级用法,http://python.jobbole.com/81339/
Python爬虫入门（3）：Urllib库的基本使用,http://python.jobbole.com/81336/
Python爬虫入门（2）：爬虫基础了解,http://python.jobbole.com/81334/
Python爬虫入门（1）：综述,http://python.jobbole.com/81332/
Python下用Scrapy和MongoDB构建爬虫系统（2）,http://python.jobbole.com/81280/
Python下用Scrapy和MongoDB构建爬虫系统（1）,http://python.jobbole.com/81320/
Python指南（1.1）：挑选解释器,http://python.jobbole.com/81064/
机器学习之用Python从零实现贝叶斯分类器,http://python.jobbole.com/81019/
Y分钟学会Python,http://python.jobbole.com/80995/
用Pandas完成Excel中常见的任务（2）,http://python.jobbole.com/80972/
用Python和OpenCV创建一个图片搜索引擎的完整指南,http://python.jobbole.com/80860/
用Pandas完成Excel中常见的任务,http://python.jobbole.com/80870/
13岁Python开发者写给青少年的多人游戏编程（下）,http://python.jobbole.com/80696/
13岁Python开发者写给青少年的Python入门教程,http://python.jobbole.com/80379/
13岁Python开发者写给青少年的多人游戏编程（上）,http://python.jobbole.com/80385/
高性能的Python扩展（3）,http://python.jobbole.com/80005/
高性能的Python扩展（2）,http://python.jobbole.com/79331/
高性能的Python扩展（1）,http://python.jobbole.com/78859/
超酷算法：基数估计,http://python.jobbole.com/78255/
零基础自学用Python 3开发网络爬虫(四): 登录,http://python.jobbole.com/77878/
,
,
,
,
,
,
,
,
,
,
,
零基础自学用Python 3开发网络爬虫(三): 伪装浏览器君,http://python.jobbole.com/77830/
零基础自学用Python 3开发网络爬虫(二): 用到的数据结构简介以及爬虫Ver1.0 alpha,http://python.jobbole.com/77825/
零基础自学用Python 3开发网络爬虫(一),http://python.jobbole.com/77821/
快速入门：十分钟学会Python,http://python.jobbole.com/43922/
实例详解Django的 select_related 和 prefetch_related 函数对 QuerySet 查询的优化（三）,http://python.jobbole.com/75435/
实例详解Django的 select_related 和 prefetch_related 函数对 QuerySet 查询的优化（二）,http://python.jobbole.com/74914/
实例详解Django的 select_related 和 prefetch_related 函数对 QuerySet 查询的优化（一）,http://python.jobbole.com/74881/
Python解释器简介（4）：动态语言,http://python.jobbole.com/57381/
Python解释器简介（3）：理解字节码,http://python.jobbole.com/56761/
Python解释器简介（2）：代码对象,http://python.jobbole.com/56300/
Python解释器简介（1）：函数对象,http://python.jobbole.com/55327/
可爱的 Python : Python中的函数式编程，第三部分,http://python.jobbole.com/35045/
可爱的 Python : Python中函数式编程，第二部分,http://python.jobbole.com/35042/
可爱的 Python : Python中函数式编程，第一部分,http://python.jobbole.com/35028/
,
,
,
,
,
,
,
,
,
,
,
教程：用Python从零开始实现K近邻算法,http://python.jobbole.com/87407/
python 高度健壮性爬虫的异常和超时问题,http://python.jobbole.com/87357/
pyspider 爬虫教程（3）：使用 PhantomJS 渲染带 JS 的页面,http://python.jobbole.com/86270/
pyspider 爬虫教程（2）：AJAX 和 HTTP,http://python.jobbole.com/86269/
pyspider 爬虫教程（1）：HTML 和 CSS 选择器,http://python.jobbole.com/86268/
用 Python 进行贝叶斯模型建模（4）,http://python.jobbole.com/85796/
用 Python 进行贝叶斯模型建模（3）,http://python.jobbole.com/85991/
用 Python 进行贝叶斯模型建模（2）,http://python.jobbole.com/85987/
用 Python 进行贝叶斯模型建模（1）,http://python.jobbole.com/85996/
用 Python 进行贝叶斯模型建模（0）,http://python.jobbole.com/85954/
SICP Python 描述 1.2 编程元素,http://python.jobbole.com/85980/
SICP Python描述 1.1 引言,http://python.jobbole.com/85977/
Flask web开发(3):模板,http://python.jobbole.com/85970/
Flask web开发(2):程序的基本结构,http://python.jobbole.com/85944/
Flask web 开发(1)：安装,http://python.jobbole.com/85943/
Python爬虫(2):Coursera抓站小结,http://python.jobbole.com/85896/
手把手教你写电商爬虫(3):实战尚妆网AJAX请求处理和内容提取,http://python.jobbole.com/85914/
手把手教你写电商爬虫(2):实战尚妆网分页商品采集爬虫,http://python.jobbole.com/85905/
手把手教你写电商爬虫(1):找个软柿子捏捏,http://python.jobbole.com/85904/
Python爬虫(2)--Coursera抓站小结,http://python.jobbole.com/85897/
,
,
,
,
,
,
,
,
,
,
,
Python 快速教程（标准库14）：数据库 (sqlite3),http://python.jobbole.com/82760/
Python开发指南：最佳实践精选,http://python.jobbole.com/82752/
Python 快速教程（标准库13）：循环器 (itertools),http://python.jobbole.com/82740/
Python 快速教程（标准库12）：数学与随机数 (math包，random包),http://python.jobbole.com/82736/
Python 快速教程（标准库11）：多线程与同步 (threading包),http://python.jobbole.com/82733/
Python 快速教程（标准库10）：多进程初步 (multiprocessing包),http://python.jobbole.com/82725/
Python 快速教程（标准库09）：当前进程信息 (os包),http://python.jobbole.com/82720/
Python 快速教程（标准库08）：多线程与同步 (threading包),http://python.jobbole.com/82718/
Python 快速教程（标准库07）：信号 (signal包，部分os包),http://python.jobbole.com/82713/
Python 快速教程（标准库06）：子进程 (subprocess包),http://python.jobbole.com/82711/
Python 入门到精通(5)：Python运算符,http://python.jobbole.com/82706/
Python 快速教程（标准库05）：存储对象 (pickle包，cPickle包),http://python.jobbole.com/82701/
Python 快速教程（标准库04）：文件管理 (部分os包，shutil包),http://python.jobbole.com/82699/
"Python 快速教程（标准库03）：路径与文件 (os.path包, glob包)",http://python.jobbole.com/82692/
"Python 快速教程（标准库02）：时间与日期 (time, datetime包)",http://python.jobbole.com/82690/
Python 快速教程（标准库01）：正则表达式 (re包),http://python.jobbole.com/82688/
Python 快速教程（标准库）：学习准备,http://python.jobbole.com/82686/
Python 快速教程（标准库）：走马观花,http://python.jobbole.com/82680/
Python 快速教程（补充篇06）：Python之道,http://python.jobbole.com/82678/
Python 快速教程（补充篇05）：字符串格式化 (%操作符),http://python.jobbole.com/82673/
,
,
,
,
,
,
,
,
,
,
,
Python 快速教程（补充篇04）： Python简史,http://python.jobbole.com/82671/
Python 快速教程（补充篇03）： Python内置函数清单,http://python.jobbole.com/82665/
Python 快速教程（补充篇02）： Python小技巧,http://python.jobbole.com/82663/
Python 快速教程（补充篇01）： Python的序列的方法,http://python.jobbole.com/82655/
Python 快速教程（深入篇06）： Python的内存管理,http://python.jobbole.com/82653/
Python 快速教程（深入篇05）： 装饰器,http://python.jobbole.com/82626/
Python 快速教程（深入篇04）：闭包,http://python.jobbole.com/82624/
Python 快速教程（深入篇03）：对象的属性,http://python.jobbole.com/82622/
Python 快速教程（深入篇02）：上下文管理器,http://python.jobbole.com/82620/
Python 快速教程（深入篇01）：特殊方法与多范式,http://python.jobbole.com/82618/
 Python 快速教程（进阶篇09）：动态类型,http://python.jobbole.com/82616/
必看的 Python 视频,http://python.jobbole.com/82605/
Python 快速教程（进阶篇08）：异常处理,http://python.jobbole.com/82599/
Python 快速教程（进阶篇07）：函数对象,http://python.jobbole.com/82597/
Python 快速教程（进阶篇06）：循环对象,http://python.jobbole.com/82592/
Python 快速教程（进阶篇05）：循环设计,http://python.jobbole.com/82590/
Python 快速教程（进阶篇04）：函数的参数对应,http://python.jobbole.com/82588/
Python 快速教程（进阶篇03）：模块,http://python.jobbole.com/82585/
Python 快速教程（进阶篇02）：文本文件的输入输出,http://python.jobbole.com/82555/
Python 快速教程（进阶篇01）： 词典,http://python.jobbole.com/82554/
,
,
,
,
,
,
,
,
,
,
,
Python 迭代器与生成器,http://python.jobbole.com/84527/
用Python和Pygame写游戏-从入门到精通（实战二：恶搞俄罗斯方块4）,http://python.jobbole.com/83881/
用Python和Pygame写游戏-从入门到精通（实战二：恶搞俄罗斯方块3）,http://python.jobbole.com/83878/
用Python和Pygame写游戏-从入门到精通（实战二：恶搞俄罗斯方块2）,http://python.jobbole.com/83873/
用Python和Pygame写游戏-从入门到精通（实战二：恶搞俄罗斯方块1）,http://python.jobbole.com/83862/
用Python和Pygame写游戏-从入门到精通（实战一：涂鸦画板2）,http://python.jobbole.com/83786/
用Python和Pygame写游戏-从入门到精通（实战一：涂鸦画板1）,http://python.jobbole.com/83782/
用Python和Pygame写游戏-从入门到精通（Sprite篇）,http://python.jobbole.com/83775/
用Python和Pygame写游戏-从入门到精通（py2exe篇）,http://python.jobbole.com/83773/
用Python和Pygame写游戏-从入门到精通（22）,http://python.jobbole.com/83737/
用Python和Pygame写游戏-从入门到精通（21）,http://python.jobbole.com/83733/
用Python和Pygame写游戏-从入门到精通（20）,http://python.jobbole.com/83632/
用Python和Pygame写游戏-从入门到精通（19）,http://python.jobbole.com/83630/
用Python和Pygame写游戏从入门到精通（18）,http://python.jobbole.com/83623/
用Python和Pygame写游戏从入门到精通（17）,http://python.jobbole.com/83620/
用Python和Pygame写游戏从入门到精通（16）,http://python.jobbole.com/83618/
用Python和Pygame写游戏-从入门到精通（15）,http://python.jobbole.com/83616/
用Python和Pygame写游戏从入门到精通（14）,http://python.jobbole.com/83614/
用Python和Pygame写游戏从入门到精通（12-13）,http://python.jobbole.com/83612/
用Python和Pygame写游戏-从入门到精通（11）,http://python.jobbole.com/83581/
,
,
,
,
,
,
,
,
,
,
,
Python爬虫(3):Socket网络编程,http://python.jobbole.com/85898/
机器学习从入门到放弃之逻辑回归,http://python.jobbole.com/85853/
Python游戏编程之旅（9）：嗷大喵快跑小游戏开发实例,http://python.jobbole.com/85807/
Python游戏编程之旅（8）：pygame游戏开发常用数据结构,http://python.jobbole.com/85806/
Python游戏编程之旅（7）：pygame中的冲突检测技术,http://python.jobbole.com/85805/
Python游戏编程之旅（5）：嗷大喵爱吃鱼小游戏开发实例,http://python.jobbole.com/85802/
Python游戏编程之旅（6）：pygame中的Sprite（精灵）模块和加载动画,http://python.jobbole.com/85795/
Python游戏编程之旅（4）：pygame中加载位图与常用的数学函数,http://python.jobbole.com/85794/
Python游戏编程之旅（2）：pygame中的IO、数据,http://python.jobbole.com/85786/
Python游戏编程之旅（3）：pygame事件与设备轮询,http://python.jobbole.com/85787/
Python游戏编程之旅（1）：初识pygame,http://python.jobbole.com/85785/
python元编程详解（1）,http://python.jobbole.com/85718/
python元编程详解（2）,http://python.jobbole.com/85719/
python元编程详解（3）,http://python.jobbole.com/85720/
python元编程详解（4）,http://python.jobbole.com/85721/
OpenCV 形状分析（上）：计算轮廓中心,http://python.jobbole.com/85600/
机器学习从入门到放弃之决策树算法,http://python.jobbole.com/85555/
Python自然语言处理入门,http://python.jobbole.com/85094/
使用flask开发RESTful架构的api服务器端(1)–什么是RESTful和为什么选择flask,http://python.jobbole.com/85004/
使用flask开发RESTful架构的api服务器端(2)–flask的安装和使用,http://python.jobbole.com/85005/
,
,
,
,
,
,
,
,
,
,
,
使用flask开发RESTful架构的api服务器端(3)–简单的RESTful services,http://python.jobbole.com/85006/
使用flask开发RESTful架构的api服务器端(4)–flask操作数据库,http://python.jobbole.com/85007/
使用flask开发RESTful架构的api服务器端(5)–部署flask应用到nginx,http://python.jobbole.com/85008/
Python爬虫建站入门手记（3）：采集入库,http://python.jobbole.com/84977/
Python爬虫建站入门手记（2）：编写爬虫,http://python.jobbole.com/84976/
Python爬虫建站入门手记（1）：环境搭建,http://python.jobbole.com/84975/
Python 中 Unicode 的正确用法,http://python.jobbole.com/84840/
Python 中的字节与字节数组,http://python.jobbole.com/84839/
Python 字符串的格式化,http://python.jobbole.com/84841/
Python 无处不在的 else,http://python.jobbole.com/84842/
Python 开发命令行工具,http://python.jobbole.com/84769/
Python 字符串,http://python.jobbole.com/84770/
函数调用的参数规则与解包,http://python.jobbole.com/84771/
聊聊 Python 中的闭包,http://python.jobbole.com/84691/
Python 分发工具初探之 setuptools,http://python.jobbole.com/84624/
Python 分发工具初探之 setuptools 进阶,http://python.jobbole.com/84623/
OSX下的Python多版本管理器pyenv的安装设置,http://python.jobbole.com/84621/
Python3.X入门和进阶书籍推荐,http://python.jobbole.com/84620/
Python 列表推导,http://python.jobbole.com/84578/
Python 中的函数式编程,http://python.jobbole.com/84577/
,
,
,
,
,
,
,
,
,
,
,
用Python和Pygame写游戏-从入门到精通（10）,http://python.jobbole.com/83578/
用Python和Pygame写游戏-从入门到精通（9）,http://python.jobbole.com/83557/
用Python和Pygame写游戏-从入门到精通（8）,http://python.jobbole.com/83555/
用Python和Pygame写游戏-从入门到精通（7）,http://python.jobbole.com/83525/
用Python和Pygame写游戏-从入门到精通（6）,http://python.jobbole.com/83523/
用Python和Pygame写游戏-从入门到精通（5）,http://python.jobbole.com/83520/
用Python和Pygame写游戏-从入门到精通（4）,http://python.jobbole.com/83518/
用Python和Pygame写游戏-从入门到精通（3）,http://python.jobbole.com/83513/
用Python和Pygame写游戏-从入门到精通（2）,http://python.jobbole.com/83507/
用Python和Pygame写游戏-从入门到精通（1）,http://python.jobbole.com/83489/
Python 快速教程：尾声,http://python.jobbole.com/83433/
Python 快速教程（Django07）：马不停蹄,http://python.jobbole.com/83432/
Python 快速教程（Django06）：假作真时,http://python.jobbole.com/83427/
Python 快速教程（Django05）：黑面管家,http://python.jobbole.com/83426/
Python 快速教程（Django04）：各取所需,http://python.jobbole.com/83028/
Python 快速教程（Django03）： 所谓伊人,http://python.jobbole.com/83025/
Python 快速教程（Django02）：庄园疑云,http://python.jobbole.com/82786/
Python 快速教程（Django01）：初试天涯,http://python.jobbole.com/82783/
Python 快速教程（网络02）：Python服务器进化,http://python.jobbole.com/82765/
Python 快速教程（网络01）：原始Python服务器,http://python.jobbole.com/82763/
,
,
,
,
,
,
,
,
,
,
,
